GM3,[M+H]+,[M-H2O+H]+,[M-C11H17NO8+H]+,[M-C11H15NO7+H]+,[M-C17H27NO13+H]+,[M-C17H25NO12+H]+,[M-C23H37NO18+H]+,[M-C23H35NO17+H]+,[C11H17NO8+H]+,[Sph+H]+,[Sph-H2O+H]+
GM3(d27:0/15:1),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,410.4356,392.4251
GM3(d27:1/15:0),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,408.42,390.4094
GM3(d28:0/14:1),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,424.4513,406.4407
GM3(d28:1/14:0),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,422.4356,404.4251
GM3(d29:0/13:1),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,438.4669,420.4564
GM3(d29:1/13:0),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,436.4513,418.4407
GM3(d30:0/12:1),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,452.4826,434.472
GM3(d30:1/12:0),1265.845,1247.835,974.7499,956.7393,812.697,794.6865,650.6442,632.6337,292.1027,450.4669,432.4564
GM3(d14:0/28:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,228.2322,210.2216
GM3(d14:1/28:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,226.2166,208.206
GM3(d15:1/27:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,240.2322,222.2216
GM3(d16:0/26:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,256.2635,238.2529
GM3(d16:1/26:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,254.2478,236.2373
GM3(d17:1/25:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,268.2635,250.2529
GM3(d18:0/24:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,284.2948,266.2842
GM3(d18:1/24:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,282.2791,264.2686
GM3(d19:1/23:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,296.2948,278.2842
GM3(d20:0/22:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,312.3261,294.3155
GM3(d20:1/22:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,310.3105,292.2999
GM3(d21:1/21:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,324.3261,306.3155
GM3(d22:0/20:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,340.3574,322.3468
GM3(d22:1/20:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,338.3417,320.3312
GM3(d23:1/19:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,352.3574,334.3468
GM3(d24:0/18:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,368.3887,350.3781
GM3(d24:1/18:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,366.373,348.3625
GM3(d26:0/16:2),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,396.42,378.4094
GM3(d26:1/16:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,394.4044,376.3938
GM3(d27:1/15:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,408.42,390.4094
GM3(d28:1/14:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,422.4356,404.4251
GM3(d29:1/13:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,436.4513,418.4407
GM3(d30:1/12:1),1263.83,1245.82,972.7349,954.7243,810.6821,792.6714,648.6292,630.6187,292.1027,450.4669,432.4564
GM3(d14:1/28:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,226.2166,208.206
GM3(d16:1/26:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,254.2478,236.2373
GM3(d18:1/24:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,282.2791,264.2686
GM3(d20:1/22:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,310.3105,292.2999
GM3(d22:1/20:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,338.3417,320.3312
GM3(d24:1/18:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,366.373,348.3625
GM3(d26:1/16:2),1261.814,1243.804,970.7189,952.7083,808.666,790.6555,646.6132,628.6027,292.1027,394.4044,376.3938
GM3(d14:0/29:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,228.2322,210.2216
GM3(d15:0/28:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,242.2478,224.2373
GM3(d16:0/27:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,256.2635,238.2529
GM3(d17:0/26:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,270.2791,252.2686
GM3(d18:0/25:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,284.2948,266.2842
GM3(d19:0/24:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,298.3105,280.2999
GM3(d20:0/23:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,312.3261,294.3155
GM3(d21:0/22:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,326.3417,308.3312
GM3(d22:0/21:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,340.3574,322.3468
GM3(d23:0/20:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,354.373,336.3625
GM3(d24:0/19:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,368.3887,350.3781
GM3(d25:0/18:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,382.4044,364.3938
GM3(d26:0/17:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,396.42,378.4094
GM3(d27:0/16:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,410.4356,392.4251
GM3(d28:0/15:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,424.4513,406.4407
GM3(d29:0/14:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,438.4669,420.4564
GM3(d30:0/13:0),1281.877,1263.867,990.7819,972.7713,828.7291,810.7184,666.6762,648.6656,292.1027,452.4826,434.472
GM3(d14:0/29:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,228.2322,210.2216
GM3(d14:1/29:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,226.2166,208.206
GM3(d15:0/28:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,242.2478,224.2373
GM3(d15:1/28:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,240.2322,222.2216
GM3(d16:0/27:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,256.2635,238.2529
GM3(d16:1/27:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,254.2478,236.2373
GM3(d17:0/26:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,270.2791,252.2686
GM3(d17:1/26:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,268.2635,250.2529
GM3(d18:0/25:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,284.2948,266.2842
GM3(d18:1/25:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,282.2791,264.2686
GM3(d19:0/24:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,298.3105,280.2999
GM3(d19:1/24:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,296.2948,278.2842
GM3(d20:0/23:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,312.3261,294.3155
GM3(d20:1/23:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,310.3105,292.2999
GM3(d21:0/22:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,326.3417,308.3312
GM3(d21:1/22:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,324.3261,306.3155
GM3(d22:0/21:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,340.3574,322.3468
GM3(d22:1/21:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,338.3417,320.3312
GM3(d23:0/20:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,354.373,336.3625
GM3(d23:1/20:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,352.3574,334.3468
GM3(d24:0/19:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,368.3887,350.3781
GM3(d24:1/19:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,366.373,348.3625
GM3(d25:0/18:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,382.4044,364.3938
GM3(d25:1/18:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,380.3887,362.3781
GM3(d26:1/17:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,394.4044,376.3938
GM3(d27:0/16:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,410.4356,392.4251
GM3(d27:1/16:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,408.42,390.4094
GM3(d28:0/15:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,424.4513,406.4407
GM3(d28:1/15:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,422.4356,404.4251
GM3(d29:0/14:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,438.4669,420.4564
GM3(d29:1/14:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,436.4513,418.4407
GM3(d30:0/13:1),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,452.4826,434.472
GM3(d30:1/13:0),1279.861,1261.851,988.7659,970.7553,826.713,808.7025,664.6602,646.6497,292.1027,450.4669,432.4564
GM3(d14:1/29:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,226.2166,208.206
GM3(d15:0/28:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,242.2478,224.2373
GM3(d15:1/28:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,240.2322,222.2216
GM3(d16:1/27:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,254.2478,236.2373
GM3(d17:0/26:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,270.2791,252.2686
GM3(d17:1/26:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,268.2635,250.2529
GM3(d18:1/25:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,282.2791,264.2686
GM3(d19:0/24:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,298.3105,280.2999
GM3(d19:1/24:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,296.2948,278.2842
GM3(d20:1/23:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,310.3105,292.2999
GM3(d21:0/22:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,326.3417,308.3312
GM3(d21:1/22:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,324.3261,306.3155
GM3(d22:1/21:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,338.3417,320.3312
GM3(d23:0/20:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,354.373,336.3625
GM3(d23:1/20:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,352.3574,334.3468
GM3(d24:1/19:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,366.373,348.3625
GM3(d25:0/18:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,382.4044,364.3938
GM3(d25:1/18:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,380.3887,362.3781
GM3(d27:0/16:2),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,410.4356,392.4251
GM3(d27:1/16:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,408.42,390.4094
GM3(d28:1/15:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,422.4356,404.4251
GM3(d29:1/14:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,436.4513,418.4407
GM3(d30:1/13:1),1277.845,1259.835,986.7499,968.7393,824.697,806.6865,662.6442,644.6337,292.1027,450.4669,432.4564
GM3(d15:1/28:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,240.2322,222.2216
GM3(d17:1/26:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,268.2635,250.2529
GM3(d19:1/24:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,296.2948,278.2842
GM3(d21:1/22:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,324.3261,306.3155
GM3(d23:1/20:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,352.3574,334.3468
GM3(d25:1/18:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,380.3887,362.3781
GM3(d27:1/16:2),1275.83,1257.82,984.7349,966.7243,822.6821,804.6714,660.6292,642.6187,292.1027,408.42,390.4094
GM3(d14:0/30:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,228.2322,210.2216
GM3(d15:0/29:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,242.2478,224.2373
GM3(d16:0/28:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,256.2635,238.2529
GM3(d17:0/27:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,270.2791,252.2686
GM3(d18:0/26:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,284.2948,266.2842
GM3(d19:0/25:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,298.3105,280.2999
GM3(d20:0/24:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,312.3261,294.3155
GM3(d21:0/23:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,326.3417,308.3312
GM3(d22:0/22:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,340.3574,322.3468
GM3(d23:0/21:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,354.373,336.3625
GM3(d24:0/20:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,368.3887,350.3781
GM3(d25:0/19:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,382.4044,364.3938
GM3(d26:0/18:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,396.42,378.4094
GM3(d27:0/17:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,410.4356,392.4251
GM3(d28:0/16:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,424.4513,406.4407
GM3(d29:0/15:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,438.4669,420.4564
GM3(d30:0/14:0),1295.892,1277.882,1004.797,986.7863,842.744,824.7335,680.6912,662.6807,292.1027,452.4826,434.472
GM3(d14:0/30:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,228.2322,210.2216
GM3(d14:1/30:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,226.2166,208.206
GM3(d15:0/29:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,242.2478,224.2373
GM3(d15:1/29:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,240.2322,222.2216
GM3(d16:0/28:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,256.2635,238.2529
GM3(d16:1/28:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,254.2478,236.2373
GM3(d17:0/27:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,270.2791,252.2686
GM3(d17:1/27:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,268.2635,250.2529
GM3(d18:0/26:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,284.2948,266.2842
GM3(d18:1/26:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,282.2791,264.2686
GM3(d19:0/25:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,298.3105,280.2999
GM3(d19:1/25:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,296.2948,278.2842
GM3(d20:0/24:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,312.3261,294.3155
GM3(d20:1/24:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,310.3105,292.2999
GM3(d21:0/23:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,326.3417,308.3312
GM3(d21:1/23:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,324.3261,306.3155
GM3(d22:0/22:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,340.3574,322.3468
GM3(d22:1/22:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,338.3417,320.3312
GM3(d23:0/21:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,354.373,336.3625
GM3(d23:1/21:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,352.3574,334.3468
GM3(d24:0/20:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,368.3887,350.3781
GM3(d24:1/20:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,366.373,348.3625
GM3(d25:0/19:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,382.4044,364.3938
GM3(d25:1/19:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,380.3887,362.3781
GM3(d26:0/18:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,396.42,378.4094
GM3(d26:1/18:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,394.4044,376.3938
GM3(d27:1/17:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,408.42,390.4094
GM3(d28:0/16:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,424.4513,406.4407
GM3(d28:1/16:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,422.4356,404.4251
GM3(d29:0/15:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,438.4669,420.4564
GM3(d29:1/15:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,436.4513,418.4407
GM3(d30:0/14:1),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,452.4826,434.472
GM3(d30:1/14:0),1293.877,1275.867,1002.782,984.7713,840.7291,822.7184,678.6762,660.6656,292.1027,450.4669,432.4564
GM3(d14:0/30:2),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,228.2322,210.2216
GM3(d14:1/30:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,226.2166,208.206
GM3(d15:1/29:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,240.2322,222.2216
GM3(d16:0/28:2),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,256.2635,238.2529
GM3(d16:1/28:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,254.2478,236.2373
GM3(d17:1/27:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,268.2635,250.2529
GM3(d18:0/26:2),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,284.2948,266.2842
GM3(d18:1/26:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,282.2791,264.2686
GM3(d19:1/25:1),1291.861,1273.851,1000.766,982.7553,838.713,820.7025,676.6602,658.6497,292.1027,296.2948,278.2842
